,status,diameter,area,radius,cataract,other,filename
0,0,0.704225352112676,0.49593334655822263,0.6585365853658537,6.741277880894706,6.687796898102998,0001_crop.jpg
1,0,0.7741935483870968,0.5993756503642039,0.6888888888888889,9.67299016772701,7.834355118565645,0002_crop.jpg
2,0,0.3380281690140845,0.11426304304701448,0.4375,5.391299259822708,5.57034609870981,0003_crop.jpg
3,0,0.43010752688172044,0.18499248468030988,0.3472222222222222,3.426423200859291,9.718045112781954,0004_crop.jpg
4,0,0.7049180327868853,0.4969094329481322,0.5333333333333333,2.220952934823246,48.521995596726626,0005_crop.jpg
5,0,0.7746478873239436,0.6000793493354494,0.82,5.72570504760194,8.452231260745721,0006_crop.jpg
6,0,0.7301587301587301,0.5331317712270093,0.5,7.421228656926598,5.512485226444037,0007_crop.jpg
7,0,0.6229508196721312,0.38806772373018006,0.6382978723404256,3.560059943673617,45.07505878097305,0010_crop.jpg
8,0,0.625,0.390625,0.4222222222222222,2.140193808772613,2.5320112269775255,0011_crop.jpg
9,0,0.6811594202898551,0.46397815584961144,0.5416666666666666,6.193318347414929,7.229930496343953,0012_crop.jpg
10,0,1.02,1.0404,1.0,10.952905275741655,5.420297605939535,0013_crop.jpg
11,0,1.0,1.0,0.9629629629629629,9.546355428319753,5.281247050681096,0014_crop.jpg
12,0,0.5076923076923077,0.2577514792899408,0.4909090909090909,3.51161995898838,2.0625427204374573,0015_crop.jpg
13,0,0.5862068965517241,0.3436385255648038,0.4444444444444444,6.214969241285031,2.7033492822966507,0016_crop.jpg
14,0,0.8305084745762712,0.6897443263430049,0.5897435897435898,2.3676113360323887,4.573973395026027,0018_crop.jpg
15,0,0.42045454545454547,0.17678202479338842,0.31666666666666665,5.754154068445134,7.205201616139994,0022_crop.jpg
16,0,0.5909090909090909,0.34917355371900827,0.5555555555555556,7.899519115810728,1.6282313557745955,0023_crop.jpg
17,0,0.5869565217391305,0.3445179584120983,0.39473684210526316,4.496267169691012,4.306570312707564,0024_crop.jpg
18,0,0.6595744680851063,0.435038478949751,0.3968253968253968,7.078208072482461,8.137131531758266,0025_crop.jpg
19,0,0.7166666666666667,0.5136111111111111,0.4745762711864407,3.7559808612440193,3.6637047163362952,0026_crop.jpg
20,0,0.8421052631578947,0.7091412742382271,0.6739130434782609,9.44400474871389,4.544914918876137,0029_crop.jpg
21,0,0.6551724137931034,0.42925089179548154,0.48484848484848486,4.310567213011608,6.342844559096486,0032_crop.jpg
22,0,0.7777777777777778,0.6049382716049383,0.6176470588235294,4.898858023720389,5.529933620662535,0033_crop.jpg
23,0,0.6545454545454545,0.42842975206611567,0.65625,7.038097335388681,6.169031365023438,0034_crop.jpg
24,0,0.546875,0.299072265625,0.4791666666666667,9.651902794528985,14.286997356873412,0035_crop.jpg
25,0,0.5737704918032787,0.3292125772641763,0.5098039215686274,7.732428340475763,5.343991377761811,0036_crop.jpg
